Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type, Accommodation cost ,Transportation type, Transportation cost 
212,"Athens, Greece",12/8/2022,12/18/2022,10,jennifer johnson,50,Male,China,Hotel," $5,672.00 ",Plane," $1,415.00 "
213,Australia,11/8/2024,11/9/2024,1,michael anderson,50,Male,French,Villa," $3,891.00 ",Car rental," $2,287.00 "
214,Seoul,10/2/2023,10/3/2023,1,john brown,51,Female,Italy,Vacation rental," $3,119.00 ",Plane," $1,343.00 "
215,"Barcelona, Spain",6/4/2021,6/18/2021,14,michael martin,21,Male,Chinese,Riad, $734.00 ,Subway," $1,953.00 "
216,Phnom Penh,8/4/2023,8/6/2023,2,james thompson,21,Male,Singapore,Vacation rental," $6,640.00 ",Ferry, $225.00 
217,Amsterdam,10/10/2024,10/17/2024,7,mark smith,43,Male,South Korea,Riad," $5,494.00 ",Car," $2,465.00 "
218,"Barcelona, Spain",8/23/2021,9/5/2021,13,michael thomas,53,Female,Greece,Hotel," $3,909.00 ",Ferry," $2,064.00 "
219,London,6/26/2023,7/7/2023,11,david anderson,35,Male,Italian,Airbnb," $7,521.00 ",Subway, $860.00 
220,Hawaii,11/11/2023,11/15/2023,4,linda johnson,46,Male,Indian,Villa," $2,092.00 ",Car," $1,196.00 "
221,Japan,8/1/2022,8/6/2022,5,elizabeth smith,29,Female,Taiwan,Hotel," $2,499.00 ",Ferry," $1,913.00 "
222,"Paris, France",9/2/2024,9/17/2024,15,mary davis,57,Female,South Korea,Vacation rental," $4,647.00 ",Flight, $155.00 
223,Barcelona,4/9/2023,4/12/2023,3,james jackson,24,Male,Korean,Riad," $5,315.00 ",Plane, $170.00 
224,"Edinburgh, Scotland",8/1/2024,8/2/2024,1,michael taylor,24,Female,Italian,Vacation rental," $5,186.00 ",Train, $857.00 
225,Paris,5/21/2024,6/5/2024,15,charles brown,33,Female,Brazil,Resort," $4,623.00 ",Car rental," $2,077.00 "
226,Greece,10/1/2024,10/12/2024,11,daniel garcia,21,Male,Taiwan,Hostel," $2,291.00 ",Plane," $2,107.00 "
227,France,5/27/2021,5/31/2021,4,james lee,28,Female,Emirati,Hotel, $648.00 ,Ferry, $288.00 
228,France,9/20/2023,9/28/2023,8,michael thompson,23,Male,American,Hotel," $4,363.00 ",Train," $2,179.00 "
229,Phuket,5/17/2021,5/29/2021,12,daniel johnson,54,Male,Japan,Hostel," $7,516.00 ",Airplane," $1,639.00 "
230,"Bali, Indonesia",10/16/2021,10/17/2021,1,david wilson,38,Female,Chinese,Resort," $2,152.00 ",Bus," $1,037.00 "
231,"Bangkok, Thai",3/4/2021,3/8/2021,4,thomas johnson,33,Female,Canadian,Villa," $5,899.00 ",Bus, $155.00 
232,Seoul,10/13/2024,10/24/2024,11,john anderson,42,Male,Brazil,Hostel," $1,766.00 ",Airplane, $751.00 
233,"Bangkok, Thailand",12/10/2022,12/24/2022,14,robert moore,31,Female,UK,Villa," $2,471.00 ",Subway," $1,690.00 "
234,"Los Angeles, USA",10/10/2024,10/11/2024,1,john wilson,36,Male,Italian,Villa," $2,601.00 ",Bus," $1,632.00 "
235,Hawaii,9/10/2024,9/14/2024,4,richard brown,55,Female,Brazilian,Hotel," $5,966.00 ",Flight, $647.00 
236,Italy,10/21/2022,10/25/2022,4,charles jones,33,Female,Scottish,Hotel," $3,584.00 ",Car rental, $268.00 
237,"New York, USA",11/26/2022,11/30/2022,4,mark johnson,39,Female,Brazilian,Villa," $2,824.00 ",Subway," $2,012.00 "
238,Tokyo,11/28/2021,12/12/2021,14,robert lee,23,Female,New Zealander,Riad," $1,731.00 ",Subway," $1,972.00 "
239,"Rio de Janeiro, Brazil",11/24/2021,12/8/2021,14,patricia johnson,35,Male,German,Villa," $7,581.00 ",Ferry," $2,387.00 "
240,Bali,11/22/2021,11/24/2021,2,michael lee,36,Male,Chinese,Riad," $1,976.00 ",Car," $2,348.00 "
241,"New York, USA",2/6/2021,2/10/2021,4,david garcia,44,Male,Vietnamese,Villa," $1,320.00 ",Car," $2,297.00 "
242,Seoul,2/14/2021,2/21/2021,7,robert martin,38,Female,Canada,Villa," $2,245.00 ",Plane," $1,825.00 "
243,"Rio de Janeiro, Brazil",11/29/2024,12/14/2024,15,jennifer jones,32,Female,Brazilian,Riad, $693.00 ,Car," $1,908.00 "
244,Bali,12/6/2023,12/19/2023,13,daniel martinez,60,Male,United Kingdom,Vacation rental," $5,122.00 ",Plane," $2,167.00 "
245,"Bali, Indonesia",4/8/2022,4/11/2022,3,john thomas,22,Male,French,Vacation rental," $3,158.00 ",Bus," $2,462.00 "
246,"Cancun, Mexico",3/15/2022,3/17/2022,2,john martin,42,Female,Spain,Airbnb, $816.00 ,Car rental, $439.00 
247,"Marrakech, Morocco",5/13/2024,5/28/2024,15,richard miller,38,Female,Scottish,Resort, $513.00 ,Flight, $710.00 
248,"London, UK",8/19/2023,9/3/2023,15,michael white,47,Male,Indian,Riad," $2,110.00 ",Flight, $482.00 
249,Brazil,2/5/2023,2/18/2023,13,robert thomas,35,Female,UK,Guesthouse," $2,510.00 ",Flight, $109.00 
250,"Tokyo, Japan",2/15/2023,2/16/2023,1,barbara johnson,50,Female,Spanish,Resort," $7,864.00 ",Subway, $746.00 
251,"Phuket, Thailand",9/15/2021,9/29/2021,14,susan smith,55,Male,Japanese,Riad, $120.00 ,Plane, $572.00 
252,"Berlin, Germany",3/14/2024,3/26/2024,12,robert thompson,48,Male,New Zealander,Hostel," $1,767.00 ",Plane, $442.00 
253,London,11/19/2024,11/23/2024,4,daniel rodriguez,21,Male,United Arab Emirates,Riad," $6,902.00 ",Subway, $395.00 
254,"Auckland, New Zealand",10/15/2024,10/17/2024,2,robert white,46,Male,Moroccan,Airbnb," $6,479.00 ",Ferry, $643.00 
255,"New York, USA",2/16/2021,3/1/2021,13,william wilson,50,Male,French,Guesthouse, $401.00 ,Bus," $1,291.00 "
256,Italy,3/6/2023,3/7/2023,1,david lee,47,Female,Canadian,Vacation rental," $6,042.00 ",Airplane," $1,529.00 "
257,Barcelona,5/20/2021,5/22/2021,2,richard jones,32,Female,China,Riad," $7,400.00 ",Bus," $1,098.00 "
258,Hawaii,3/20/2024,4/1/2024,12,john taylor,46,Female,American,Hotel," $4,217.00 ",Ferry, $892.00 
259,Cape Town,2/2/2021,2/13/2021,11,john moore,31,Male,USA,Riad," $4,166.00 ",Ferry," $2,021.00 "
260,"Marrakech, Morocco",11/16/2021,11/29/2021,13,thomas brown,38,Female,United Kingdom,Riad, $992.00 ,Car rental," $2,338.00 "
261,"Phuket, Thailand",11/9/2021,11/24/2021,15,richard williams,57,Female,South African,Airbnb, $327.00 ,Subway," $2,291.00 "
262,"Rome, Italy",12/24/2022,12/29/2022,5,william taylor,40,Female,French,Hostel," $5,853.00 ",Flight," $1,592.00 "
263,"Bangkok, Thailand",4/18/2024,4/22/2024,4,david martin,44,Male,Singapore,Riad, $249.00 ,Flight, $513.00 
264,Dubai,10/14/2024,10/24/2024,10,david martinez,41,Male,South African,Guesthouse, $558.00 ,Car rental," $1,909.00 "
265,"Edinburgh, Scotland",2/21/2022,3/6/2022,13,william moore,30,Female,British,Resort," $6,787.00 ",Car rental," $1,021.00 "
266,"Phuket, Thailand",4/6/2024,4/20/2024,14,david rodriguez,55,Male,Dutch,Vacation rental," $7,694.00 ",Plane," $1,164.00 "
267,"Los Angeles, USA",10/26/2023,10/28/2023,2,thomas williams,20,Female,Germany,Hotel," $1,663.00 ",Flight," $2,452.00 "
268,"Cape Town, South Africa",5/27/2024,6/3/2024,7,linda williams,57,Male,Spanish,Hostel," $3,374.00 ",Ferry," $2,399.00 "
269,"Bali, Indonesia",1/19/2024,1/21/2024,2,david moore,41,Male,Indonesian,Vacation rental, $836.00 ,Ferry, $168.00 
270,"Berlin, Germany",2/3/2021,2/7/2021,4,daniel miller,30,Male,Brazil,Hostel," $7,264.00 ",Bus, $642.00 
271,Phnom Penh,8/29/2024,9/7/2024,9,william martin,26,Female,Canadian,Villa," $2,551.00 ",Airplane," $1,171.00 "
272,Egypt,12/21/2024,12/27/2024,6,joseph johnson,24,Male,USA,Riad, $831.00 ,Train, $585.00 
273,"Rio de Janeiro, Brazil",11/3/2024,11/8/2024,5,david white,24,Female,South Korea,Guesthouse," $4,910.00 ",Car, $515.00 
274,Italy,9/26/2024,10/7/2024,11,michael jackson,40,Male,Scottish,Hotel," $2,213.00 ",Plane," $1,795.00 "
275,"New York City, USA",8/28/2021,9/2/2021,5,charles davis,44,Female,United Kingdom,Guesthouse," $5,728.00 ",Plane," $1,248.00 "
276,"Dubai, United Arab Emirates",2/5/2023,2/11/2023,6,william white,54,Female,Scottish,Airbnb," $7,942.00 ",Subway, $788.00 
277,"Bangkok, Thai",10/14/2024,10/19/2024,5,patricia williams,47,Male,Indonesian,Resort, $597.00 ,Airplane," $1,073.00 "
278,"Athens, Greece",3/2/2022,3/16/2022,14,thomas jones,22,Female,Australian,Villa," $2,141.00 ",Airplane, $346.00 
279,"Sydney, Australia",7/25/2023,7/30/2023,5,david thomas,28,Male,Dutch,Villa," $7,753.00 ",Bus," $1,280.00 "
280,"Bali, Indonesia",11/21/2021,12/4/2021,13,william thomas,38,Female,Taiwan,Airbnb," $1,084.00 ",Ferry," $1,749.00 "
281,"New York, USA",5/21/2024,6/1/2024,11,jennifer brown,28,Female,Italy,Hostel," $4,143.00 ",Plane," $2,158.00 "
282,"Tokyo, Japan",11/9/2024,11/19/2024,10,john thompson,21,Male,New Zealander,Hotel," $2,973.00 ",Bus," $2,448.00 "
283,Paris,5/29/2023,6/1/2023,3,charles miller,41,Female,Scottish,Hotel," $4,205.00 ",Train," $1,088.00 "
284,Sydney,5/8/2022,5/18/2022,10,robert jackson,57,Female,Indian,Guesthouse," $1,775.00 ",Flight, $922.00 
285,"Bangkok, Thai",6/18/2021,6/29/2021,11,david thompson,52,Male,United Arab Emirates,Guesthouse, $478.00 ,Bus, $510.00 
286,"Bali, Indonesia",9/11/2022,9/17/2022,6,elizabeth johnson,49,Female,German,Riad," $6,588.00 ",Plane," $1,821.00 "
287,"Edinburgh, Scotland",10/9/2023,10/10/2023,1,mary wilson,60,Male,New Zealander,Vacation rental," $2,897.00 ",Flight," $1,876.00 "
288,"New York, USA",9/2/2021,9/12/2021,10,david taylor,37,Male,Canadian,Guesthouse," $2,992.00 ",Flight," $1,207.00 "
289,Dubai,9/25/2023,9/26/2023,1,john lee,57,Female,Indian,Riad," $1,823.00 ",Airplane, $928.00 
290,"Paris, France",8/7/2024,8/11/2024,4,jennifer williams,21,Male,UK,Airbnb," $5,706.00 ",Car rental," $1,988.00 "
291,"Paris, France",4/8/2022,4/13/2022,5,john white,41,Female,Vietnamese,Hotel, $311.00 ,Subway, $876.00 
292,"Seoul, South Korea",2/15/2022,2/24/2022,9,michael garcia,58,Male,French,Hostel," $1,608.00 ",Subway, $396.00 
293,"Cape Town, SA",1/30/2022,2/13/2022,14,linda jones,54,Female,Australian,Vacation rental," $7,208.00 ",Airplane," $1,428.00 "
294,"Bali, Indonesia",10/9/2023,10/13/2023,4,joseph williams,48,Female,USA,Vacation rental," $6,644.00 ",Airplane, $743.00 
295,"New York City, USA",12/2/2022,12/15/2022,13,linda brown,54,Male,Cambodia,Villa," $6,917.00 ",Subway," $1,683.00 "
296,Rio de Janeiro,7/8/2024,7/21/2024,13,william thompson,60,Female,UK,Resort," $2,817.00 ",Car, $247.00 
297,Bangkok,9/17/2021,9/24/2021,7,thomas miller,38,Male,Japan,Hostel," $3,896.00 ",Ferry, $677.00 
298,Japan,4/3/2024,4/12/2024,9,mary anderson,39,Male,Indonesian,Resort," $2,435.00 ",Car," $1,448.00 "
299,"Dubai, United Arab Emirates",1/20/2021,1/23/2021,3,patricia brown,49,Male,South Korea,Hotel," $6,308.00 ",Airplane," $1,081.00 "
300,"Sydney, AUS",6/20/2022,7/5/2022,15,richard davis,57,Female,USA,Hotel," $4,095.00 ",Plane," $2,366.00 "
301,Mexico,12/7/2021,12/17/2021,10,daniel brown,48,Female,Italy,Airbnb," $1,572.00 ",Car," $1,754.00 "
302,"Athens, Greece",5/28/2023,6/8/2023,11,william anderson,50,Male,Japanese,Hotel," $3,865.00 ",Flight, $142.00 
303,Sydney,6/6/2024,6/15/2024,9,jennifer miller,27,Female,South Korea,Villa, $819.00 ,Subway, $162.00 
304,"Seoul, South Korea",7/22/2022,7/30/2022,8,mary thomas,33,Female,Singapore,Guesthouse," $6,643.00 ",Airplane, $394.00 
305,"Cape Town, South Africa",3/7/2023,3/19/2023,12,mary moore,28,Male,China,Resort," $7,068.00 ",Subway, $209.00 
306,Thailand,10/6/2023,10/14/2023,8,patricia jones,37,Female,Italy,Airbnb," $1,307.00 ",Plane," $2,313.00 "
307,Santorini,10/3/2024,10/6/2024,3,mary martin,32,Male,United Arab Emirates,Villa," $7,457.00 ",Airplane," $2,070.00 "
308,"Cape Town, South Africa",5/12/2021,5/16/2021,4,barbara williams,24,Female,Dutch,Hostel," $5,927.00 ",Airplane," $2,089.00 "
309,"Barcelona, Spain",7/18/2022,7/30/2022,12,daniel williams,22,Female,Spain,Airbnb," $7,388.00 ",Car," $2,197.00 "
310,Amsterdam,5/29/2024,6/4/2024,6,joseph brown,23,Male,Australian,Resort," $1,239.00 ",Train, $303.00 
311,Dubai,5/29/2023,6/4/2023,6,mary taylor,53,Female,Canadian,Airbnb," $5,526.00 ",Subway," $1,284.00 "
312,"New York, USA",8/14/2024,8/23/2024,9,michael martinez,60,Male,South Korea,Hotel, $301.00 ,Bus," $1,800.00 "
313,"Sydney, Australia",8/20/2023,9/4/2023,15,barbara brown,49,Male,Spain,Hostel," $3,867.00 ",Flight," $2,142.00 "
314,Paris,8/17/2022,8/30/2022,13,william jackson,24,Female,Chinese,Riad," $2,918.00 ",Ferry, $117.00 
315,Spain,3/16/2023,3/28/2023,12,mark miller,41,Female,Japanese,Hostel," $3,318.00 ",Ferry, $336.00 
316,Phuket,7/18/2024,7/29/2024,11,linda miller,53,Female,Scottish,Guesthouse, $819.00 ,Bus," $1,333.00 "
317,"Tokyo, Japan",9/5/2022,9/7/2022,2,joseph miller,42,Male,Indian,Airbnb," $4,088.00 ",Car," $1,775.00 "
318,"New York City, USA",1/27/2023,2/11/2023,15,mary white,24,Female,Spain,Hotel," $4,095.00 ",Bus, $731.00 
319,"Cancun, Mexico",1/1/2024,1/12/2024,11,david davis,24,Female,UK,Vacation rental," $1,951.00 ",Plane," $1,130.00 "
320,"Cape Town, South Africa",10/2/2022,10/11/2022,9,daniel jones,55,Female,Scottish,Riad," $1,210.00 ",Ferry," $1,018.00 "
321,"Edinburgh, Scotland",2/10/2024,2/21/2024,11,david jackson,43,Female,Korean,Vacation rental," $5,578.00 ",Subway," $2,205.00 "
322,"Auckland, New Zealand",8/24/2022,8/29/2022,5,mary thompson,32,Female,Spanish,Villa, $758.00 ,Plane, $280.00 
323,"Cancun, Mexico",7/11/2021,7/15/2021,4,mark williams,50,Female,South Korean,Resort," $7,846.00 ",Ferry," $2,182.00 "
324,London,2/19/2022,2/20/2022,1,susan johnson,33,Male,Emirati,Hostel," $1,587.00 ",Train, $833.00 
325,Italy,11/16/2023,11/29/2023,13,barbara jones,31,Male,Japanese,Airbnb," $5,570.00 ",Train, $991.00 
326,"Phuket, Thailand",7/21/2023,7/25/2023,4,mary jackson,45,Male,Japan,Hostel," $4,418.00 ",Flight," $1,924.00 "
327,"Los Angeles, USA",3/21/2021,3/22/2021,1,jennifer davis,30,Female,Vietnamese,Riad," $1,619.00 ",Train," $1,236.00 "
328,"Cape Town, SA",11/1/2022,11/11/2022,10,patricia miller,58,Male,Emirati,Resort," $7,624.00 ",Ferry," $1,442.00 "
329,"Athens, Greece",1/18/2022,1/23/2022,5,linda davis,37,Female,Taiwanese,Villa," $6,894.00 ",Car rental," $1,140.00 "
330,"Rio de Janeiro, Brazil",1/28/2023,2/10/2023,13,thomas davis,41,Male,Emirati,Hotel," $1,841.00 ",Car, $419.00 
331,"Barcelona, Spain",11/17/2024,12/1/2024,14,richard anderson,31,Female,French,Resort," $4,942.00 ",Subway," $1,678.00 "
332,Japan,9/7/2024,9/11/2024,4,elizabeth garcia,47,Female,British,Hotel," $5,006.00 ",Subway," $2,121.00 "
333,Canada,12/7/2024,12/19/2024,12,charles wilson,23,Female,Indian,Hotel," $2,436.00 ",Plane, $342.00 
334,Brazil,5/18/2022,5/19/2022,1,elizabeth rodriguez,59,Female,Germany,Vacation rental," $3,098.00 ",Bus, $442.00 
335,Bali,8/6/2024,8/8/2024,2,robert garcia,44,Female,South Korean,Villa," $7,700.00 ",Car rental," $1,386.00 "
336,"Paris, France",6/6/2021,6/20/2021,14,john jackson,37,Female,United Kingdom,Vacation rental," $6,180.00 ",Ferry," $1,022.00 "
337,Greece,6/29/2023,7/14/2023,15,william williams,31,Female,New Zealander,Airbnb," $5,850.00 ",Plane," $1,593.00 "
338,"New York, USA",4/4/2022,4/16/2022,12,michael rodriguez,22,Female,American,Airbnb," $2,198.00 ",Train, $615.00 
339,"Rio de Janeiro, Brazil",5/27/2023,6/6/2023,10,barbara miller,22,Female,Spain,Hotel," $7,021.00 ",Car rental, $977.00 
340,"Barcelona, Spain",3/4/2024,3/8/2024,4,elizabeth williams,45,Female,Indonesian,Airbnb," $1,390.00 ",Subway, $762.00 
341,"Rio de Janeiro, Brazil",7/9/2021,7/22/2021,13,elizabeth brown,40,Male,Scottish,Villa," $1,902.00 ",Flight, $794.00 
342,Bali,9/7/2023,9/11/2023,4,william lee,26,Female,Taiwan,Hostel," $1,151.00 ",Flight," $1,226.00 "
343,Bangkok,4/30/2022,5/6/2022,6,mary garcia,25,Female,Italy,Hostel," $7,728.00 ",Subway," $1,151.00 "
344,Japan,8/4/2022,8/11/2022,7,elizabeth martinez,26,Male,Emirati,Resort," $6,063.00 ",Subway," $2,176.00 "
345,France,12/20/2023,12/28/2023,8,robert martinez,50,Female,Korean,Villa," $1,854.00 ",Subway, $525.00 
346,Mexico,10/15/2022,10/20/2022,5,elizabeth jones,23,Male,Japan,Hostel," $3,672.00 ",Airplane, $692.00 
347,"Seoul, South Korea",4/6/2023,4/10/2023,4,patricia davis,55,Male,Italy,Hostel," $5,273.00 ",Ferry, $439.00 
348,"Phuket, Thailand",5/13/2022,5/27/2022,14,joseph jones,20,Female,Vietnamese,Hotel," $6,618.00 ",Car rental, $211.00 
349,Japan,2/23/2022,3/8/2022,13,thomas moore,32,Female,Vietnamese,Airbnb," $7,758.00 ",Flight, $395.00 
350,"Rio de Janeiro, Brazil",1/8/2024,1/17/2024,9,daniel taylor,57,Female,South Korean,Airbnb," $2,912.00 ",Plane," $2,230.00 "
351,"Los Angeles, USA",11/25/2021,12/6/2021,11,charles moore,51,Male,Greece,Resort," $5,492.00 ",Car rental," $1,332.00 "
352,"Honolulu, Hawaii",5/27/2021,6/6/2021,10,elizabeth miller,22,Female,Taiwanese,Hostel," $6,696.00 ",Flight," $1,715.00 "
353,Dubai,8/9/2023,8/13/2023,4,charles taylor,46,Female,Indian,Riad," $7,059.00 ",Ferry, $536.00 
354,Egypt,11/26/2024,12/10/2024,14,mary martinez,38,Male,Indonesian,Hotel," $5,818.00 ",Airplane, $614.00 
355,Cape Town,8/7/2022,8/11/2022,4,daniel davis,44,Female,Hong Kong,Vacation rental, $840.00 ,Train, $897.00 
356,Italy,5/16/2022,5/22/2022,6,barbara davis,50,Male,United Kingdom,Airbnb," $2,090.00 ",Car, $382.00 
357,"Phuket, Thailand",8/4/2022,8/7/2022,3,susan miller,50,Male,Singapore,Hotel," $7,056.00 ",Airplane, $504.00 
358,Bali,8/27/2023,9/7/2023,11,joseph davis,53,Male,Vietnamese,Guesthouse," $6,760.00 ",Plane," $2,361.00 "
359,"Rome, Italy",6/18/2023,6/25/2023,7,mark brown,21,Male,South Korean,Hotel," $1,692.00 ",Bus, $930.00 
360,Sydney,8/26/2023,8/28/2023,2,charles thomas,32,Male,USA,Guesthouse," $5,893.00 ",Car," $2,405.00 "
361,New York,10/6/2024,10/18/2024,12,richard wilson,60,Female,Brazilian,Hostel," $6,079.00 ",Bus," $1,540.00 "
362,"Sydney, AUS",8/8/2024,8/21/2024,13,thomas wilson,26,Female,Indonesian,Hostel," $7,162.00 ",Flight," $1,710.00 "
363,"Cape Town, South Africa",9/27/2023,10/11/2023,14,robert rodriguez,32,Male,Moroccan,Riad," $3,568.00 ",Airplane," $1,344.00 "
364,"Sydney, AUS",4/17/2023,4/30/2023,13,mark davis,43,Female,China,Resort," $6,009.00 ",Subway, $633.00 
365,"Sydney, AUS",9/15/2024,9/30/2024,15,mary lee,39,Female,Canadian,Guesthouse," $6,655.00 ",Ferry," $2,452.00 "
366,"Amsterdam, Netherlands",6/19/2023,6/23/2023,4,mark jones,27,Male,Spain,Riad," $6,892.00 ",Flight, $626.00 
367,"Los Angeles, USA",3/5/2022,3/14/2022,9,charles anderson,32,Female,Chinese,Villa," $3,841.00 ",Subway," $1,932.00 "
368,Seoul,4/15/2023,4/17/2023,2,richard taylor,27,Male,Greece,Hotel," $1,045.00 ",Plane, $565.00 
369,Phuket,9/26/2024,10/2/2024,6,richard martin,42,Male,Taiwanese,Riad," $5,425.00 ",Flight," $1,605.00 "
370,Mexico,9/30/2023,10/12/2023,12,thomas martin,40,Female,Canada,Hotel," $4,410.00 ",Car rental," $2,036.00 "
371,Canada,6/8/2021,6/14/2021,6,richard moore,45,Female,Emirati,Riad," $1,671.00 ",Plane," $2,042.00 "
372,Bangkok,9/2/2023,9/16/2023,14,charles white,45,Male,New Zealander,Riad," $1,892.00 ",Plane," $2,295.00 "
373,Italy,9/11/2021,9/15/2021,4,mark anderson,54,Female,Canadian,Resort," $2,632.00 ",Car rental, $695.00 
374,"Bali, Indonesia",10/5/2022,10/7/2022,2,susan brown,51,Male,Vietnamese,Riad, $675.00 ,Ferry," $1,130.00 "
375,"Sydney, Australia",3/22/2024,4/1/2024,10,john garcia,21,Male,Korean,Guesthouse," $4,213.00 ",Plane," $1,316.00 "
376,"London, UK",9/5/2024,9/14/2024,9,jennifer wilson,42,Female,China,Hotel, $487.00 ,Flight," $1,757.00 "
377,"Cancun, Mexico",11/6/2023,11/13/2023,7,richard white,42,Female,Taiwan,Resort," $5,740.00 ",Train," $1,542.00 "
378,Rome,4/8/2024,4/11/2024,3,jennifer anderson,29,Male,American,Vacation rental, $478.00 ,Bus, $549.00 
379,"Tokyo, Japan",6/13/2023,6/18/2023,5,thomas anderson,35,Male,UK,Villa," $1,974.00 ",Flight," $1,016.00 "
380,"Sydney, Australia",4/12/2024,4/16/2024,4,john martinez,52,Male,Taiwan,Hotel," $3,544.00 ",Bus," $1,555.00 "
381,"Athens, Greece",1/13/2022,1/26/2022,13,patricia garcia,21,Female,Canada,Villa," $7,372.00 ",Subway, $441.00 
382,"Vancouver, Canada",10/29/2022,11/5/2022,7,daniel martin,43,Female,Singapore,Hotel," $7,114.00 ",Bus," $1,623.00 "
383,Phuket,4/15/2022,4/30/2022,15,charles jackson,23,Female,Canadian,Riad," $7,363.00 ",Bus," $1,028.00 "
384,London,4/28/2024,5/6/2024,8,jennifer lee,56,Female,Brazil,Riad," $3,994.00 ",Plane, $864.00 
385,"Seoul, South Korea",1/11/2021,1/20/2021,9,richard thomas,29,Female,Hong Kong,Vacation rental," $7,001.00 ",Airplane," $1,258.00 "
386,"Bangkok, Thailand",11/11/2023,11/26/2023,15,charles thompson,24,Female,Brazilian,Airbnb, $866.00 ,Subway, $270.00 
387,"Marrakech, Morocco",5/29/2022,6/11/2022,13,richard thompson,43,Male,New Zealander,Airbnb," $1,400.00 ",Subway," $1,283.00 "
388,London,9/29/2023,10/5/2023,6,charles martin,43,Male,Vietnamese,Riad," $3,732.00 ",Flight, $378.00 
389,"Los Angeles, USA",1/9/2021,1/23/2021,14,elizabeth davis,37,Female,Indian,Hotel," $3,757.00 ",Plane, $739.00 
390,"Tokyo, Japan",9/18/2022,9/28/2022,10,thomas taylor,23,Female,Emirati,Resort," $4,744.00 ",Airplane, $372.00 
391,France,7/29/2024,8/13/2024,15,linda wilson,32,Male,Germany,Vacation rental," $2,585.00 ",Bus, $839.00 
392,"New York City, USA",10/20/2024,11/3/2024,14,richard garcia,38,Male,Vietnamese,Riad," $1,841.00 ",Train, $541.00 
393,"Bangkok, Thailand",9/19/2024,9/29/2024,10,joseph martin,24,Male,Indian,Riad, $364.00 ,Train," $1,751.00 "
394,"Auckland, New Zealand",2/21/2021,3/3/2021,10,joseph thomas,46,Male,Cambodia,Riad," $3,608.00 ",Plane," $2,322.00 "
395,"New York, USA",1/9/2023,1/24/2023,15,daniel lee,53,Female,United Arab Emirates,Hotel," $5,523.00 ",Ferry," $1,246.00 "
396,Egypt,9/26/2022,10/11/2022,15,jennifer taylor,43,Female,Germany,Riad," $4,351.00 ",Train, $126.00 
397,Bali,2/12/2024,2/19/2024,7,richard lee,20,Female,Hong Kong,Resort," $2,615.00 ",Airplane," $1,235.00 "
398,Rome,5/27/2023,6/4/2023,8,thomas white,30,Male,Germany,Guesthouse," $5,911.00 ",Ferry," $1,939.00 "
399,Bangkok,7/12/2024,7/27/2024,15,jennifer martin,60,Male,Japan,Hotel," $3,043.00 ",Train, $711.00 
400,"Seoul, South Korea",8/28/2022,9/2/2022,5,linda anderson,51,Male,Greece,Airbnb," $5,144.00 ",Bus," $2,455.00 "
401,Dubai,3/9/2021,3/13/2021,4,mary rodriguez,57,Male,South Korean,Guesthouse," $4,342.00 ",Ferry, $750.00 
402,Cape Town,4/19/2021,4/26/2021,7,joseph garcia,27,Male,Taiwan,Hotel," $3,630.00 ",Bus," $1,796.00 "
403,Dubai,3/8/2021,3/23/2021,15,susan williams,47,Female,Taiwan,Vacation rental," $4,298.00 ",Plane," $1,431.00 "
404,"New York City, USA",12/14/2023,12/23/2023,9,joseph martinez,47,Male,British,Vacation rental, $928.00 ,Car rental, $790.00 
405,"Honolulu, Hawaii",7/29/2021,7/30/2021,1,jennifer garcia,25,Female,Scottish,Resort," $7,036.00 ",Ferry, $487.00 
406,"Sydney, AUS",7/25/2023,8/5/2023,11,linda taylor,39,Female,Italy,Airbnb," $5,323.00 ",Train, $300.00 
407,"Athens, Greece",3/1/2022,3/9/2022,8,daniel wilson,39,Male,German,Resort," $5,503.00 ",Train, $224.00 
408,"Los Angeles, USA",6/11/2023,6/25/2023,14,patricia martinez,20,Female,Taiwan,Airbnb, $143.00 ,Car rental, $699.00 
